task_desc,obj_type,verbs,goal_phase,issue_text,learning_text,valid_level,issue_task_id,issue_trial_num,issue_step_range,evidence_task_id,evidence_trial_num,evidence_step_range
put a peppershaker in drawer.,"peppershaker, drawer","pick, place",RECOVER,Attempted to interact with a closed container.,Open the container before attempting to interact with its contents.,VALID_SAME_TRIAL,pick_and_place_simple-PepperShaker-None-Drawer-5,1,5-5,pick_and_place_simple-PepperShaker-None-Drawer-5,1,6-6
put some toiletpaper on toiletpaperhanger.,drawer,open,SEARCH,Attempted to interact with a closed container during search.,Open the container before attempting to search or interact with its contents.,VALID_SAME_TRIAL,pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-409,1,3-7,pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-409,1,4-8
put some toiletpaper on toiletpaperhanger.,"toiletpaper, drawer",open,SEARCH,Target object not found in the initially checked containers.,Continue searching systematically through other potential containers until the object is located.,VALID_SAME_TRIAL,pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-409,1,4-6,pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-409,1,8-8
put some winebottle on diningtable.,WineBottle,pick,SEARCH,Target object (winebottle) not found in common or expected storage locations.,Expand search to less common locations like garbage cans when primary locations yield no results.,VALID_SAME_TRIAL,pick_and_place_simple-WineBottle-None-DiningTable-15,1,2-31,pick_and_place_simple-WineBottle-None-DiningTable-15,1,32-32
put some winebottle on diningtable.,container,open,SEARCH,"Attempted to search inside multiple containers (cabinets, fridge, drawers) that were closed.",Always open closed containers before attempting to search or interact with their contents.,VALID_SAME_TRIAL,pick_and_place_simple-WineBottle-None-DiningTable-15,1,3-27,pick_and_place_simple-WineBottle-None-DiningTable-15,1,4-28
clean some dishsponge and put it in toilet.,drawer,go,SEARCH,"Failed to navigate to a location, resulting in 'Nothing happens' observation.",Re-attempt navigation to the target location to ensure arrival.,VALID_NEXT_TRIAL,pick_clean_then_place_in_recep-DishSponge-None-Toilet-427,1,10-11,pick_clean_then_place_in_recep-DishSponge-None-Toilet-427,2,1-1
clean some dishsponge and put it in toilet.,dishsponge,pick,SEARCH,"Dishwipe not found in common locations like countertops, sinkbasins, or drawers.",Systematically search less common locations like bathtubbasin 1 to find the object.,VALID_NEXT_TRIAL,pick_clean_then_place_in_recep-DishSponge-None-Toilet-427,1,3-9,pick_clean_then_place_in_recep-DishSponge-None-Toilet-427,2,22-22
clean some dishsponge and put it in toilet.,"dishsponge, sinkbasin",clean,TRANSFORM,Attempted to clean an object without being at the cleaning location.,Navigate to the cleaning location (sinkbasin) before attempting to clean an object with it.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-DishSponge-None-Toilet-427,2,25-25,pick_clean_then_place_in_recep-DishSponge-None-Toilet-427,2,27-28
clean some dishsponge and put it in toilet.,"dishsponge, toilet",place,PLACE,"Used 'put' command to place an object, which failed even at the correct location.","When 'put' fails, try using the 'move' command to place an object into a receptacle.",VALID_SAME_TRIAL,pick_clean_then_place_in_recep-DishSponge-None-Toilet-427,2,30-32,pick_clean_then_place_in_recep-DishSponge-None-Toilet-427,2,33-33
put a clean ladle in countertop.,"ladle, countertop","pick, clean, place",SEARCH,Ladle not found in initial systematic search of drawers and cabinets.,"Expand search to all possible locations, including less obvious ones like countertops.",VALID_NEXT_TRIAL,pick_clean_then_place_in_recep-Ladle-None-CounterTop-8/trial_T20190909_121931_494324,1,3-10,pick_clean_then_place_in_recep-Ladle-None-CounterTop-8/trial_T20190909_121931_494324,6,45-46
put a clean ladle in countertop.,cabinet,"go, open",SEARCH,"Attempted 'go to' action for cabinet 9, which repeatedly failed with 'Nothing happens'.","If 'go to' fails for a container, attempt to 'open' it directly if already in the vicinity.",VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Ladle-None-CounterTop-8/trial_T20190909_121931_494324,2,38-38,pick_clean_then_place_in_recep-Ladle-None-CounterTop-8/trial_T20190909_121931_494324,2,39-39
clean some lettuce and put it in countertop.,fridge,open,SEARCH,Attempted to access a closed container without opening it first.,Open the container before attempting to interact with its contents.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Lettuce-None-CounterTop-13,1,3-3,pick_clean_then_place_in_recep-Lettuce-None-CounterTop-13,1,4-4
clean some lettuce and put it in countertop.,"lettuce, sinkbasin","clean, go",TRANSFORM,Tried to clean an object without being at the cleaning location.,Go to the specific cleaning location before attempting to clean an object.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Lettuce-None-CounterTop-13,1,9-9,pick_clean_then_place_in_recep-Lettuce-None-CounterTop-13,1,11-12
clean some lettuce and put it in countertop.,"lettuce, countertop","put, move",PLACE,Used an incorrect verb ('put') to place an object onto a surface.,Use the 'move' verb to place an object onto a surface or receptacle.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Lettuce-None-CounterTop-13,1,16-16,pick_clean_then_place_in_recep-Lettuce-None-CounterTop-13,1,17-17
clean some lettuce and put it in diningtable.,fridge,open,RECOVER,Attempted to access a container that was closed.,Open the container before attempting to access its contents.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Lettuce-None-DiningTable-20,1,2-2,pick_clean_then_place_in_recep-Lettuce-None-DiningTable-20,1,3-3
clean some lettuce and put it in diningtable.,"lettuce, sinkbasin","clean, go",TRANSFORM,Attempted to clean an object without being at the cleaning location.,Go to the cleaning location before attempting to clean an object.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Lettuce-None-DiningTable-20,1,6-6,pick_clean_then_place_in_recep-Lettuce-None-DiningTable-20,1,7-8
clean some lettuce and put it in diningtable.,"lettuce, diningtable","put, go",PLACE,Attempted to place an object without being at the target location.,Go to the target location before attempting to place an object.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Lettuce-None-DiningTable-20,1,10-10,pick_clean_then_place_in_recep-Lettuce-None-DiningTable-20,1,11-11
clean some lettuce and put it in diningtable.,"lettuce, diningtable","put, move",PLACE,"Used 'put' verb to place an object, which had no effect.",Use the 'move' verb instead of 'put' to place objects in a receptacle.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Lettuce-None-DiningTable-20,1,12-12,pick_clean_then_place_in_recep-Lettuce-None-DiningTable-20,1,13-13
clean some mug and put it in coffeemachine.,"mug, sinkbasin",clean,TRANSFORM,Attempted to clean an object without being at the cleaning location.,Go to the cleaning location before attempting to clean an object.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-1,1,7-7,pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-1,1,8-9
clean some mug and put it in coffeemachine.,"mug, coffeemachine",put in,PLACE,Attempted to place an object without being at the target receptacle's location.,Go to the target receptacle's location before attempting to place an object.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-1,1,11-11,pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-1,1,12-14
clean some mug and put it in coffeemachine.,"mug, coffeemachine","put in, move to",PLACE,Used 'put in' command which failed to place the object into the receptacle.,Use 'move object to receptacle' command to successfully place the object.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-1,1,14-14,pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-1,1,15-15
put a clean mug in coffeemachine.,mug,go to,SEARCH,Mug not found at the initial search location (countertop 1).,"Continue searching for the mug at alternative locations (e.g., countertop 2).",VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-13,1,3-3,pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-13,1,5-5
put a clean mug in coffeemachine.,"mug, coffeemachine","put, move",PLACE,The 'put' command failed to place the mug into the coffeemachine.,Use the 'move' command as an alternative to successfully place the mug into the coffeemachine.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-13,1,13-13,pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-13,1,14-14
clean some pan and put it in fridge.,"cabinet, drawer",open,SEARCH,"Failed to open various cabinets and drawers, receiving 'Nothing happens' observation.","Interpret 'Nothing happens' when attempting to open a container as it being inaccessible or empty, and continue the search.",VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Pan-None-Fridge-13,1,10-10,pick_clean_then_place_in_recep-Pan-None-Fridge-13,1,13-13
clean some pan and put it in fridge.,pan,pick,SEARCH,"Pan not found after checking initial locations (cabinets, drawers, countertops, microwave).",Expand search strategy to include less obvious locations like stoveburners to find the object.,VALID_NEXT_TRIAL,pick_clean_then_place_in_recep-Pan-None-Fridge-13,3,22-31,pick_clean_then_place_in_recep-Pan-None-Fridge-13,3,32-38
clean some pan and put it in fridge.,"pan, sinkbasin",clean,TRANSFORM,Failed to clean pan 1 because the agent was not at the sinkbasin 1.,Go to the target location (sinkbasin) before attempting to use it to clean an object.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Pan-None-Fridge-13,3,41-41,pick_clean_then_place_in_recep-Pan-None-Fridge-13,3,43-44
clean some pan and put it in fridge.,"pan, fridge",place,PLACE,Failed to place pan 1 in fridge 1 using the 'put' command.,Use 'move [object] to [container]' command instead of 'put' for placing objects into containers.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Pan-None-Fridge-13,3,48-48,pick_clean_then_place_in_recep-Pan-None-Fridge-13,3,49-49
clean some soapbar and put it in garbagecan.,soapbar,"go to, search",SEARCH,"Soapbar not found after searching multiple common locations (shelves, basins).",Expand search to less obvious locations like the toilet to find the soapbar.,VALID_NEXT_TRIAL,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,1,1-10,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,4,11-11
clean some soapbar and put it in garbagecan.,garbagecan,open,SEARCH,"Attempted to open garbagecan 1, but the action had no effect.",Use the 'move' command to place objects into containers that cannot be opened.,VALID_NEXT_TRIAL,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,2,1-2,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,4,26-26
clean some soapbar and put it in garbagecan.,tissuebox,open,SEARCH,"Attempted to open tissuebox 1, but the action had no effect.","Recognize that some containers like tissuebox 1 may not be openable, requiring alternative search strategies.",CANDIDATE,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,2,4-6,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,3,11-11
clean some soapbar and put it in garbagecan.,"soapbar, toilet",take,ACQUIRE,Failed to take soapbar 1 from toilet 1 despite it being visible.,"Re-attempt 'take' action for visible objects, as initial failures might be transient or due to minor command variations.",VALID_NEXT_TRIAL,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,3,20-25,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,4,12-12
clean some soapbar and put it in garbagecan.,"soapbar, sinkbasin",clean,TRANSFORM,Attempted to clean soapbar 1 with sinkbasin 1 without being at the sinkbasin location.,"Ensure agent is at the correct location before attempting to use an object with a receptacle (e.g., cleaning).",VALID_SAME_TRIAL,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,4,14-14,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,4,16-17
clean some soapbar and put it in garbagecan.,"soapbar, garbagecan",put in,PLACE,Attempted to put soapbar 1 in garbagecan 1 without being at the garbagecan location.,Ensure agent is at the target receptacle before attempting to place an object into it.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,4,19-19,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,4,21-21
clean some soapbar and put it in garbagecan.,"soapbar, garbagecan","put in, move",PLACE,"The 'put in' command failed to place soapbar 1 into garbagecan 1, even when at the location.","If 'put in' fails for a receptacle, try using the 'move [object] to [receptacle]' command as an alternative.",VALID_SAME_TRIAL,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,4,22-22,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,4,26-26
clean some soapbar and put it in garbagecan.,garbagecan,look inside,SEARCH,"Using 'look inside' on garbagecan 1 had no effect, suggesting it's not an inspectable container.","If 'look inside' fails for a container, consider it non-inspectable and try alternative interaction methods or search strategies.",VALID_NEXT_TRIAL,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,3,18-18,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,4,26-26
clean some soapbar and put it in garbagecan.,"soapbar, garbagecan","drop, move",PLACE,The 'drop' command failed to place soapbar 1 into garbagecan 1.,"If 'drop' fails for a receptacle, try using the 'move [object] to [receptacle]' command as an alternative.",VALID_SAME_TRIAL,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,4,25-25,pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429,4,26-26
cool some lettuce and put it in diningtable.,fridge,"cool, open",RECOVER,Attempted to use a closed fridge for cooling an item.,Open the fridge before attempting to cool items inside it.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Lettuce-None-DiningTable-21/trial_T20190909_045142_232083,1,9-9,pick_cool_then_place_in_recep-Lettuce-None-DiningTable-21/trial_T20190909_045142_232083,1,11-11
cool some lettuce and put it in diningtable.,"lettuce, diningtable","place, move, go",PLACE,Failed to place an item because the agent was not at the target location.,Navigate to the target location before attempting to place an item there.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Lettuce-None-DiningTable-21/trial_T20190909_045142_232083,1,15-15,pick_cool_then_place_in_recep-Lettuce-None-DiningTable-21/trial_T20190909_045142_232083,1,17-18
put a cool mug in shelf.,cabinet,"go, open",SEARCH,"Attempted to use an observation as an action, resulting in no effect.","Perform explicit 'open' action on containers after arriving, instead of using observations as actions.",VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Mug-None-Shelf-20/trial_T20190908_121332_701155,1,14-14,pick_cool_then_place_in_recep-Mug-None-Shelf-20/trial_T20190908_121332_701155,1,15-15
put a cool mug in shelf.,"mug, fridge","cool, open",TRANSFORM,Attempted to cool mug with fridge while fridge was closed.,Open the fridge before attempting to cool an item with it.,VALID_NEXT_TRIAL,pick_cool_then_place_in_recep-Mug-None-Shelf-20/trial_T20190908_121332_701155,1,32-32,pick_cool_then_place_in_recep-Mug-None-Shelf-20/trial_T20190908_121332_701155,3,38-41
put a cool mug in shelf.,fridge,"go, open",TRANSFORM,Repeated 'open fridge' action without being at the correct location.,Ensure agent is at the correct location before attempting to open a container.,VALID_NEXT_TRIAL,pick_cool_then_place_in_recep-Mug-None-Shelf-20/trial_T20190908_121332_701155,1,33-34,pick_cool_then_place_in_recep-Mug-None-Shelf-20/trial_T20190908_121332_701155,3,37-38
put a cool mug in shelf.,cabinet,go,SEARCH,Executed redundant 'go to' action to an already reached location.,Avoid redundant navigation actions to locations already reached by attempting new actions.,VALID_NEXT_TRIAL,pick_cool_then_place_in_recep-Mug-None-Shelf-20/trial_T20190908_121332_701155,2,17-17,pick_cool_then_place_in_recep-Mug-None-Shelf-20/trial_T20190908_121332_701155,3,18-18
put a cool mug in shelf.,cabinet,open,SEARCH,Attempted to open an object that is not a container or is already open/empty.,Recognize when an object is not a container or is already open/empty and proceed to search other locations.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Mug-None-Shelf-20/trial_T20190908_121332_701155,3,18-18,pick_cool_then_place_in_recep-Mug-None-Shelf-20/trial_T20190908_121332_701155,3,19-20
put a cool mug in shelf.,cabinet,open,SEARCH,Attempted to open an object that is not a container or is already open/empty.,Recognize when an object is not a container or is already open/empty and proceed to search other locations.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Mug-None-Shelf-20/trial_T20190908_121332_701155,3,29-29,pick_cool_then_place_in_recep-Mug-None-Shelf-20/trial_T20190908_121332_701155,3,30-31
put a cool mug in shelf.,drawer,open,SEARCH,Attempted to open an object that is not a container or is already open/empty.,Recognize when an object is not a container or is already open/empty and proceed to search other locations.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Mug-None-Shelf-20/trial_T20190908_121332_701155,3,32-32,pick_cool_then_place_in_recep-Mug-None-Shelf-20/trial_T20190908_121332_701155,3,33-34
put a cool mug in shelf.,"mug, fridge","put, cool",TRANSFORM,"Used incorrect verb 'put' for cooling action, resulting in no effect.","Use the specific 'cool' verb for cooling an object with a cooling appliance, not 'put'.",VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Mug-None-Shelf-20/trial_T20190908_121332_701155,3,39-39,pick_cool_then_place_in_recep-Mug-None-Shelf-20/trial_T20190908_121332_701155,3,41-41
put a cool mug in shelf.,"mug, shelf","put, move",PLACE,"Used incorrect verb 'put' for placing an object on a shelf, resulting in no effect.","Use the specific 'move' verb for placing an object on a shelf, not 'put'.",VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Mug-None-Shelf-20/trial_T20190908_121332_701155,3,44-44,pick_cool_then_place_in_recep-Mug-None-Shelf-20/trial_T20190908_121332_701155,3,45-45
cool some pan and put it in diningtable.,pan,pick,SEARCH,Agent failed to find a 'pan' and did not identify 'pot' as a suitable substitute.,Identify 'pot' from stoveburner 1 as a substitute for 'pan' when 'pan' is not found.,VALID_NEXT_TRIAL,pick_cool_then_place_in_recep-Pan-None-DiningTable-11/trial_T20190908_204315_625279,1,1-49,pick_cool_then_place_in_recep-Pan-None-DiningTable-11/trial_T20190908_204315_625279,2,1-3
cool some pan and put it in diningtable.,"pot, fridge",cool,TRANSFORM,"Attempted to 'put' the object into the fridge for cooling, which had no effect.",Use the 'cool [object] with [appliance]' action directly to cool an item.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Pan-None-DiningTable-11/trial_T20190908_204315_625279,2,7-7,pick_cool_then_place_in_recep-Pan-None-DiningTable-11/trial_T20190908_204315_625279,2,8-8
cool some pan and put it in diningtable.,"pot, diningtable",place,PLACE,"Attempted to 'put' the object on the dining table, which had no effect.",Use the 'move [object] to [location]' action to place an item on a surface.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Pan-None-DiningTable-11/trial_T20190908_204315_625279,2,11-11,pick_cool_then_place_in_recep-Pan-None-DiningTable-11/trial_T20190908_204315_625279,2,13-13
cool some pan and put it in diningtable.,stoveburner,go,SEARCH,Agent repeatedly attempted to go to unreachable locations 'stoveburner 2' and 'stoveburner 4'.,No explicit learning was observed; agent continued to attempt going to unreachable locations.,CANDIDATE,pick_cool_then_place_in_recep-Pan-None-DiningTable-11/trial_T20190908_204315_625279,4,3-4,pick_cool_then_place_in_recep-Pan-None-DiningTable-11/trial_T20190908_204315_625279,7,27-27
cool some pan and put it in diningtable.,"pot, fridge",take,RECOVER,"Agent incorrectly assumed 'cool' action places object in fridge, leading to failed 'take' attempt.",Understand that 'cool' action does not remove the item from inventory; it remains held.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Pan-None-DiningTable-11/trial_T20190908_204315_625279,7,11-11,pick_cool_then_place_in_recep-Pan-None-DiningTable-11/trial_T20190908_204315_625279,7,12-12
cool some pan and put it in diningtable.,pot,"place, take",PLACE,"Object was not in inventory after cooling, causing 'put' action to fail, leading to confusion about object location.",No explicit learning was observed; agent abandoned the object due to persistent confusion about its location.,CANDIDATE,pick_cool_then_place_in_recep-Pan-None-DiningTable-11/trial_T20190908_204315_625279,6,11-14,pick_cool_then_place_in_recep-Pan-None-DiningTable-11/trial_T20190908_204315_625279,7,22-23
,,,,,,,,,,,,
cool some plate and put it in cabinet.,"plate, cabinet","pick, cool, place",SEARCH,Agent repeatedly used 'look around' command which had no effect on finding objects.,"To find objects, go to specific locations and observe contents, or open containers to check inside.",VALID_NEXT_TRIAL,pick_cool_then_place_in_recep-Plate-None-Cabinet-7,1,3-4,pick_cool_then_place_in_recep-Plate-None-Cabinet-7,2,2-3
cool some plate and put it in cabinet.,"plate, cabinet","pick, cool, place",SEARCH,"Agent arrived at a closed cabinet, blocking the ability to search for items inside.",Open closed containers before attempting to search or interact with their contents.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Plate-None-Cabinet-7,2,2-2,pick_cool_then_place_in_recep-Plate-None-Cabinet-7,2,3-3
cool some plate and put it in cabinet.,"plate, cabinet","pick, cool, place",SEARCH,"Agent attempted to open a cabinet from a different location, resulting in no action.",Go to the specific location of a container before attempting to open or interact with it.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Plate-None-Cabinet-7,2,28-28,pick_cool_then_place_in_recep-Plate-None-Cabinet-7,2,30-31
cool some pot and put it in diningtable.,fridge,cool,ACQUIRE,Attempted to use a fridge for cooling while it was closed.,Open the fridge before attempting to cool an object with it.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Pot-None-DiningTable-24/trial_T20190908_111415_336140,1,6-6,pick_cool_then_place_in_recep-Pot-None-DiningTable-24/trial_T20190908_111415_336140,1,7-7
cool some tomato and put it in garbagecan.,cabinet,go,SEARCH,Attempting to 'go to' a location (cabinet 2) repeatedly resulted in 'Nothing happens'.,"Proceed with interaction actions like 'open' even if 'go to' reports 'Nothing happens', as the agent might already be at the target location.",VALID_NEXT_TRIAL,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-5,1,5-6,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-5,7,9-9
cool some tomato and put it in garbagecan.,"container, surface",look,SEARCH,Using the 'look in' command on various containers and surfaces consistently resulted in 'Nothing happens'.,Switch to alternative observation commands like 'look around' or rely on automatic observations upon arrival at a location.,VALID_NEXT_TRIAL,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-5,2,5-23,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-5,7,44-47
cool some tomato and put it in garbagecan.,"cabinet, drawer",open,SEARCH,An 'open' action was reported as successful but immediately followed by a contradictory 'Nothing happens' observation.,N/A,CANDIDATE,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-5,5,33-47,,,
cool some tomato and put it in garbagecan.,cabinet,open,SEARCH,Attempting to 'open' a container (cabinet 19) resulted in 'Nothing happens'.,Ensure the agent is at the correct location before attempting to open a container.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-5,6,22-22,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-5,6,23-24
cool some tomato and put it in garbagecan.,shelf,check,SEARCH,Using the 'check' command on a surface (shelf 1) resulted in 'Nothing happens'.,"Rely on automatic observations upon arrival at a location to identify contents, rather than using 'check'.",VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-5,6,26-26,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-5,6,27-28
cool some tomato and put it in garbagecan.,countertop,look,SEARCH,Using the 'look around' command on a surface resulted in 'Nothing happens'.,N/A,CANDIDATE,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-5,7,44-47,,,
cool some tomato and put it in garbagecan.,tomato,pick,SEARCH,The target object 'tomato' was not found after extensive systematic searching across all trials.,N/A,CANDIDATE,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-5,1,1-6,,,
put a cool winebottle in countertop.,"winebottle, fridge",cool,TRANSFORM,Failed to cool winebottle or open fridge due to not being at the appliance.,Go to the appliance (fridge) and open it before attempting to cool an item.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-WineBottle-None-CounterTop-17,1,6-7,pick_cool_then_place_in_recep-WineBottle-None-CounterTop-17,1,9-11
put a cool winebottle in countertop.,"winebottle, countertop",place,PLACE,Used 'put in' command instead of 'move to' for placing an object on a surface.,Use the 'move to' command when placing an object on a surface like a countertop.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-WineBottle-None-CounterTop-17,1,14-14,pick_cool_then_place_in_recep-WineBottle-None-CounterTop-17,1,15-15
heat some apple and put it in fridge.,"apple, fridge",put,PLACE,"Attempted to place heated apple in fridge using 'put' command, but it failed.",Use the 'move' command instead of 'put' to place an item into a receptacle.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Apple-None-Fridge-30,1,13-13,pick_heat_then_place_in_recep-Apple-None-Fridge-30,5,16-16
heat some apple and put it in fridge.,"fridge, cabinet",open,SEARCH,Tried to open a container without being at its location.,Always go to the object's location before attempting to open it.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Apple-None-Fridge-30,2,2-2,pick_heat_then_place_in_recep-Apple-None-Fridge-30,2,4-5
heat some apple and put it in fridge.,"apple, microwave",put,TRANSFORM,"Attempted to put apple directly into an open microwave before heating, which failed.",Do not explicitly put items into the microwave; ensure it is closed and use the 'heat' action directly.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Apple-None-Fridge-30,2,13-14,pick_heat_then_place_in_recep-Apple-None-Fridge-30,4,11-12
heat some apple and put it in fridge.,"apple, microwave",heat,TRANSFORM,Attempted to heat an item with the microwave without being at its location.,Go to the appliance's location before attempting to use it for heating.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Apple-None-Fridge-30,3,8-8,pick_heat_then_place_in_recep-Apple-None-Fridge-30,3,9-11
heat some apple and put it in fridge.,"apple, microwave",heat,TRANSFORM,"Heated an apple with an open microwave, causing the item to disappear from inventory.",Ensure the microwave is closed before performing the 'heat' action to retain the item.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Apple-None-Fridge-30,3,11-11,pick_heat_then_place_in_recep-Apple-None-Fridge-30,4,11-12
heat some apple and put it in fridge.,fridge,close,RECOVER,Attempted to close a container without being at its location.,Go to the object's location before attempting to close it.,CANDIDATE,pick_heat_then_place_in_recep-Apple-None-Fridge-30,4,24-25,pick_heat_then_place_in_recep-Apple-None-Fridge-30,4,24-25
heat some cup and put it in cabinet.,cabinet,open,SEARCH,"Agent repeatedly failed to open various cabinets, receiving 'Nothing happens' observation.",Cabinets can be opened by explicitly using the 'open' command after navigating to them.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Cup-None-Cabinet-28,1,2-12,pick_heat_then_place_in_recep-Cup-None-Cabinet-28,2,11-12
heat some cup and put it in cabinet.,"cup, microwave","heat, open",TRANSFORM,Agent failed to heat cup with microwave and could not open microwave.,Ensure microwave is open before attempting to heat an item with it.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Cup-None-Cabinet-28,1,17-18,pick_heat_then_place_in_recep-Cup-None-Cabinet-28,2,6-9
heat some cup and put it in cabinet.,"cup, microwave",put,TRANSFORM,Agent failed to put cup into the microwave.,Heating an item with the microwave does not require explicitly putting the item inside; it works directly if the microwave is open.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Cup-None-Cabinet-28,1,20-20,pick_heat_then_place_in_recep-Cup-None-Cabinet-28,2,7-9
heat some cup and put it in cabinet.,"cup, stoveburner",heat,TRANSFORM,Agent failed to heat cup using the stoveburner.,Investigate alternative heating methods if stoveburner fails to heat the item.,CANDIDATE,pick_heat_then_place_in_recep-Cup-None-Cabinet-28,1,22-22,pick_heat_then_place_in_recep-Cup-None-Cabinet-28,1,22-22
heat some cup and put it in cabinet.,"cup, cabinet",put,PLACE,Agent failed to place cup into cabinet using 'put' command.,Use the 'move' command instead of 'put' to place an item into an open cabinet.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Cup-None-Cabinet-28,1,26-26,pick_heat_then_place_in_recep-Cup-None-Cabinet-28,2,13-14
heat some egg and put it in garbagecan.,"fridge, cabinet, drawer, microwave","open, look in",SEARCH,"Commands `open` and `look in` failed for containers like fridge, cabinets, and microwave during object search.","Search for objects on visible surfaces directly, as container interaction commands are non-functional for finding items.",VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Egg-None-GarbageCan-12,1,2-18,pick_heat_then_place_in_recep-Egg-None-GarbageCan-12,1,32-33
